date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01 00:00:00,3.2,-0.5,7.3,,,,15.3,,1019.4,
2022-01-02 00:00:00,3.6,0.9,7.3,,,,6.7,,1020.7,
2022-01-03 00:00:00,5.5,1.4,10.1,,,,7.4,,1016.8,
2022-01-04 00:00:00,5.2,0.8,12.1,,,,8.7,,1013,
2022-01-05 00:00:00,4.1,1.2,8,,,,13.2,,1021.7,
2022-01-06 00:00:00,0.8,-1.3,2.4,,,,6.8,,1023.2,
2022-01-07 00:00:00,2.4,-3.1,7.9,,,,9.2,,1020,
2022-01-08 00:00:00,4.5,1,8.7,,,,6.9,,1021.9,
2022-01-09 00:00:00,6.1,-0.2,13.1,,,,5.4,,1017,
2022-01-10 00:00:00,7.7,6.6,9.3,,,,7.2,,1018.7,
2022-01-11 00:00:00,5.7,4.3,7.2,,,,7.3,,1006.1,
2022-01-12 00:00:00,5.1,2.9,8,,,,12.5,,1002.4,
2022-01-13 00:00:00,5.7,2.9,11,,,,12.4,,1002.1,
2022-01-14 00:00:00,4.3,1.3,8.5,,,,17.3,,1008.3,
2022-01-15 00:00:00,5.5,1,9.9,,,,10.4,,1017.8,
2022-01-16 00:00:00,5.4,1.2,10.7,,,,6.1,,1017.6,
2022-01-17 00:00:00,6,2,10.4,,,,4.9,,1011.8,
2022-01-18 00:00:00,4.5,1.7,8.5,,,,13.7,,1012,
2022-01-19 00:00:00,3.7,0.9,7.9,,,,9.5,,1017.1,
2022-01-20 00:00:00,3.4,-0.5,7.6,,,,12.4,,1012.8,
2022-01-21 00:00:00,3.1,-0.4,7,,,,14.5,,1020.2,
2022-01-22 00:00:00,4.4,0.4,9,,,,9.1,,1024.6,
2022-01-23 00:00:00,5,2.2,7.3,,,,7.1,,1021.1,
2022-01-24 00:00:00,6.5,2.7,10.2,,,,9.4,,1014.1,
2022-01-25 00:00:00,5.1,1,8.9,,,,6.6,,1020,
2022-01-26 00:00:00,5.6,3.7,8.7,,,,6.8,,1016.2,
2022-01-27 00:00:00,6.7,2.3,11.3,,,,10.8,,1015.8,
2022-01-28 00:00:00,6.6,4.4,10.6,,,,9.3,,1014.8,
2022-01-29 00:00:00,5.9,3.9,9.2,,,,7.9,,1012,
2022-01-30 00:00:00,5.2,2.5,8.2,,,,9,,1012.6,
2022-01-31 00:00:00,5,2.3,9.4,,,,11.9,,1014.5,
2022-02-01 00:00:00,5.5,1.7,10.2,,,,9.2,,1015.5,
2022-02-02 00:00:00,5.5,1.5,10.4,,,,9.2,,1016.8,
2022-02-03 00:00:00,5.8,0.9,11.5,,,,6.3,,1014.9,
2022-02-04 00:00:00,5,2.7,8,,,,6.4,,1012.5,
2022-02-05 00:00:00,3.6,0.5,7.8,,,,12.9,,1008.7,
2022-02-06 00:00:00,3.1,-1.9,8.2,0,,,9.4,,1013.7,
2022-02-07 00:00:00,4.3,-0.1,9,,,,9.4,,1020.5,
2022-02-08 00:00:00,5.2,2.4,8.6,,,,6.5,,1021.7,
2022-02-09 00:00:00,6.2,2.4,9.6,,,,8.8,,1023.3,
2022-02-10 00:00:00,2.5,0.6,6.1,,,,9.6,,1019,
2022-02-11 00:00:00,4,0.8,8.6,,,,10.6,,1019.8,
2022-02-12 00:00:00,4.7,0.3,9,,,,7.1,,1023.6,
2022-02-13 00:00:00,3.2,1.2,4.8,,,,6.5,,1021.4,
2022-02-14 00:00:00,3.9,0.9,7.5,,,,8.1,,1018,
2022-02-15 00:00:00,5.4,1.4,11.1,,,,7,,1013.9,
2022-02-16 00:00:00,6,1.9,10.7,,,,8,,1006.2,
2022-02-17 00:00:00,4.7,1.7,9,,,,10.5,,1009.5,
2022-02-18 00:00:00,5.7,0.4,10.6,,,,11.7,,1022.3,
2022-02-19 00:00:00,4.9,1.8,8.3,,,,6.5,,1021.7,
2022-02-20 00:00:00,5.9,2.7,9.2,,,,10.3,,1003.9,
2022-02-21 00:00:00,4.1,1.4,8,,,,13.8,,1013.9,
2022-02-22 00:00:00,4.4,0,9.1,,,,8.7,,1017,
2022-02-23 00:00:00,4.3,0.9,8.9,,,,7.6,,1020,
2022-02-24 00:00:00,4.9,2.1,9.5,,,,13.2,,1020.1,
2022-02-25 00:00:00,6.4,0.2,12.5,,,,8.4,,1019.4,
2022-02-26 00:00:00,8.5,3.4,13.7,,,,10.5,,1018.1,
2022-02-27 00:00:00,9.6,3.9,16.6,,,,12.5,,1011,
2022-02-28 00:00:00,9.7,5.1,14.7,,,,10.2,,1018.7,
2022-03-01 00:00:00,11,5.4,18.2,,,,6.8,,1012.4,
2022-03-02 00:00:00,11.3,7.7,15.2,,,,9.3,,1008.7,
2022-03-03 00:00:00,9.5,4.9,14.5,,,,8,,1010.1,
2022-03-04 00:00:00,8,5.1,11.6,,,,10.4,,1016.4,
2022-03-05 00:00:00,11.1,4.7,17.6,,,,11,,1005.1,
2022-03-06 00:00:00,8.3,5.2,12.8,,,,16.7,,1005.8,
2022-03-07 00:00:00,8.2,4.5,13.1,,,,13.7,,1014.2,
2022-03-08 00:00:00,6.3,4.5,7.8,,,,8.4,,1017.2,
2022-03-09 00:00:00,7.9,3,12.8,,,,8.1,,1020.1,
2022-03-10 00:00:00,8.9,3.8,14.2,,,,7.6,,1022.3,
2022-03-11 00:00:00,11.8,5.7,18,,,,9.5,,1018.7,
2022-03-12 00:00:00,14.8,8.3,21.3,,,,8.6,,1015.5,
2022-03-13 00:00:00,14.6,9,18.2,,,,9.8,,1016.4,
2022-03-14 00:00:00,16.8,8.3,23,,,,14.4,,1010.7,
2022-03-15 00:00:00,12.6,7.3,19.8,,,,7.8,,1008.7,
2022-03-16 00:00:00,14.1,9.8,19.5,,,,9.8,,1013,
2022-03-17 00:00:00,14.1,8.6,20,,,,10.1,,1016.7,
2022-03-18 00:00:00,5.4,3.9,10.3,,,,12.9,,1014.7,
2022-03-19 00:00:00,10,4.4,16.9,,,,10,,996,
2022-03-20 00:00:00,9.8,4.3,14.6,,,,8.5,,1011.1,
2022-03-21 00:00:00,9.5,6.4,13.2,,,,9.3,,1020.2,
2022-03-22 00:00:00,4,1.9,10,,,,12.1,,1020.6,
2022-03-23 00:00:00,5.1,0.9,9.9,,,,7.7,,1019.9,
2022-03-24 00:00:00,8.1,2.7,13.2,,,,7.7,,1016.4,
2022-03-25 00:00:00,12,5.5,17.4,,,,10.3,,1026.1,
2022-03-26 00:00:00,16,13.5,18.8,,,,16.6,,1015.5,
2022-03-27 00:00:00,16.4,12.9,20.9,,,,10.8,,1004.3,
2022-03-28 00:00:00,13.6,10.9,17.9,,,,10.5,,1018.7,
2022-03-29 00:00:00,10.2,9.3,10.9,,,,7.8,,1029.9,
2022-03-30 00:00:00,14.3,9.4,19,,,,10.8,,1023.5,
2022-03-31 00:00:00,15.2,9.6,21.6,,,,10.1,,1015.3,
2022-04-01 00:00:00,7.8,4.2,11.7,,,,11.2,,1022,
2022-04-02 00:00:00,8.4,4.5,12,,,,10.9,,1028.1,
2022-04-03 00:00:00,8.3,7.1,9.3,,,,9.6,,1029.5,
2022-04-04 00:00:00,8.4,6.7,9.7,,,,11.7,,1024.8,
2022-04-05 00:00:00,12.4,8.2,17.6,,,,9.5,,1021.2,
2022-04-06 00:00:00,15.3,10.8,21.1,,,,8.3,,1017.5,
2022-04-07 00:00:00,14.2,11.7,17.2,,,,9.1,,1015.8,
2022-04-08 00:00:00,15.3,11,20.8,,,,10.6,,1016.2,
2022-04-09 00:00:00,16.9,10.4,23.3,,,,12.3,,1017.5,
2022-04-10 00:00:00,19.6,13.3,26,,,,8.7,,1018.9,
2022-04-11 00:00:00,18.9,14.4,23.3,,,,12.2,,1018.2,
2022-04-12 00:00:00,20.1,16,24.8,,,,10.6,,1013.4,
2022-04-13 00:00:00,20.6,15.5,25.8,,,,8.8,,1011.6,
2022-04-14 00:00:00,12.7,10.2,19.7,,,,11.2,,1018.6,
2022-04-15 00:00:00,10.2,8.4,11.7,,,,9.5,,1011.8,
2022-04-16 00:00:00,13.3,8,20.2,8.4,,,8.7,,1008.4,
2022-04-17 00:00:00,14.6,9.9,17.8,0,,,8.7,,1019.2,
2022-04-18 00:00:00,13.7,12,18.2,0,,,7.9,,1017.6,
2022-04-19 00:00:00,14.9,10.8,20.9,28.4,,,8.2,,1014.9,
2022-04-20 00:00:00,12.2,9.7,13.9,,,,7.7,,1021,
2022-04-21 00:00:00,16.9,12.2,21.5,0,,,7.8,,1019.7,
2022-04-22 00:00:00,20.1,13.5,26.2,37.6,,,8.8,,1009,
2022-04-23 00:00:00,21.1,16.5,26.7,0,,,6.3,,1009.6,
2022-04-24 00:00:00,16.1,14.6,20.3,0,,,7.8,,1014.5,
2022-04-25 00:00:00,21.4,13,26.6,3.6,,,8.5,,1014.1,
2022-04-26 00:00:00,22.3,17.9,23.6,0,,,14.8,,1011.2,
2022-04-27 00:00:00,21,19.4,27.7,3,,,14.5,,1006.2,
2022-04-28 00:00:00,16.1,14.6,21.1,0,,,12.4,,1018.6,
2022-04-29 00:00:00,11.2,9.1,16.4,0,,,8.7,,1010.3,
2022-04-30 00:00:00,13.6,7.4,18.4,39.9,,,13.2,,1015.4,
2022-05-01 00:00:00,12.3,10.9,16.8,0,,,7.3,,1012.1,
2022-05-02 00:00:00,13.4,9.5,19.4,11.9,,,9.9,,1009.2,
2022-05-03 00:00:00,15.8,9.3,20.4,1,,,9,,1016.2,
2022-05-04 00:00:00,18.9,10.8,25,0,,,10.3,,1020.1,
2022-05-05 00:00:00,20.2,13.6,26.3,0,,,10,,1022.3,
2022-05-06 00:00:00,19.3,15.2,24.5,0,,,11,,1022,
2022-05-07 00:00:00,18.7,15.4,22.8,7.1,,,6.1,,1016.6,
2022-05-08 00:00:00,17.4,16.4,22.5,0.5,,,11.2,,1015,
2022-05-09 00:00:00,13.2,11.6,17.3,0.5,,,9.1,,1018.8,
2022-05-10 00:00:00,17.3,11.2,23,7.9,,,9.6,,1020.2,
2022-05-11 00:00:00,19.7,13,24.6,0,,,8.8,,1019.9,
2022-05-12 00:00:00,19.4,16.3,25,0,,,9.3,,1017.3,
2022-05-13 00:00:00,18.7,17.4,19.8,,,,7.4,,1009.9,
2022-05-14 00:00:00,20.6,20,25.6,21.6,,,11.9,,1002.2,
2022-05-15 00:00:00,16.4,16.1,19.8,0,,,8.8,,1010.3,
2022-05-16 00:00:00,14.6,13.5,15.2,,,,7.5,,1012.6,
2022-05-17 00:00:00,15.8,14,18.2,5.1,,,5.5,,1015.1,
2022-05-18 00:00:00,19.3,13.4,24.9,0.5,,,8.8,,1018.9,
2022-05-19 00:00:00,21.2,14.2,26.6,0,,,10.8,,1017.8,
2022-05-20 00:00:00,21.6,16.3,25.9,0,,,9.8,,1015.1,
2022-05-21 00:00:00,16.7,15.5,20,0,,,6,,1011.5,
2022-05-22 00:00:00,19.6,14,25.9,40.9,,,10.2,,1005.4,
2022-05-23 00:00:00,19.9,16,26.1,0.5,,,11,,1010.3,
2022-05-24 00:00:00,21.4,16.5,26.2,0,,,11.8,,1016,
2022-05-25 00:00:00,21.6,18.5,27,0,,,13.1,,1013.9,
2022-05-26 00:00:00,21.8,17.4,26.2,,,,13.1,,1010.5,
2022-05-27 00:00:00,20.6,19.4,24.6,7.9,,,15.1,,1000.1,
2022-05-28 00:00:00,22.6,16.9,27.7,51.6,,,8.7,,1000.8,
2022-05-29 00:00:00,24.5,16.6,31.2,0,,,10.7,,1005.2,
2022-05-30 00:00:00,21.2,19.1,27.8,0,,,11.1,,1006.5,
2022-05-31 00:00:00,18.7,16.8,20.3,9.4,,,8.2,,1004.9,
2022-06-01 00:00:00,21.8,17.3,27.1,0.5,,,9.9,,1008.2,
2022-06-02 00:00:00,22.8,17.6,28.1,0,,,13.3,,1007.7,
2022-06-03 00:00:00,19.8,17.5,27.2,0,,,9.2,,1007.5,
2022-06-04 00:00:00,21,15.8,25.6,5.1,,,11.2,,1011.7,
2022-06-05 00:00:00,20.5,18.8,26.2,0,,,10.7,,1010.1,
2022-06-06 00:00:00,16.4,15.8,17.8,13.5,,,11.1,,1001.8,
2022-06-07 00:00:00,16.5,15.6,19.5,31.5,,,9.6,,1000.2,
2022-06-08 00:00:00,17.6,14.7,20.5,2,,,9.2,,1011.7,
2022-06-09 00:00:00,19.8,15.9,24.7,0,,,8.4,,1015.9,
2022-06-10 00:00:00,22,18,25.2,0,,,8.3,,1016.9,
2022-06-11 00:00:00,21.2,19.8,25.4,0,,,10.4,,1014.8,
2022-06-12 00:00:00,21.4,18.2,26.6,1,,,9.9,,1007.7,
2022-06-13 00:00:00,21.3,17,27.4,0,,,12.2,,1013,
2022-06-14 00:00:00,16.3,15.5,18.4,0,,,11.9,,1018.1,
2022-06-15 00:00:00,16.8,15.2,18.1,4.2,,,5.9,,1014.7,
2022-06-16 00:00:00,21.4,17.3,24.1,0.5,,,4.8,,1009.8,
2022-06-17 00:00:00,22.7,19.1,28,0,,,6.9,,1008.9,
2022-06-18 00:00:00,22.6,20.1,25.9,0,,,5.6,,1010.4,
2022-06-19 00:00:00,24.7,19.5,28.9,2.5,,,9.1,,1007.8,
2022-06-20 00:00:00,25.3,21.4,30.3,0,,,7.8,,1005,
2022-06-21 00:00:00,24.7,22.4,30.1,0,,,8.9,,1007.6,
2022-06-22 00:00:00,23.8,21.4,28.6,5.1,,,9.3,,1009.7,
2022-06-23 00:00:00,23.4,21.6,25.4,0.5,,,8.4,,1011.7,
2022-06-24 00:00:00,28.6,22.9,32.6,0,,,19.9,,1005.5,
2022-06-25 00:00:00,30.1,25.9,35.4,0,,,20.2,,1005.7,
2022-06-26 00:00:00,29.2,26.2,36.2,0,,,14.3,,1011.8,
2022-06-27 00:00:00,29.7,24.1,35.7,0,,,9,,1012.2,
2022-06-28 00:00:00,29.3,24.8,35.1,0,,,9,,1010.9,
2022-06-29 00:00:00,29.6,25.3,35.4,0,,,9.7,,1009,
2022-06-30 00:00:00,30.8,25.3,36.4,0,,,10.5,,1011.6,
2022-07-01 00:00:00,30.3,25.4,37,0,,,9.1,,1014.3,
2022-07-02 00:00:00,29.5,25.6,34.3,0,,,10,,1013.9,
2022-07-03 00:00:00,28.9,25.4,34.2,0.6,,,8.2,,1011,
2022-07-04 00:00:00,26.6,24.5,28.9,0.8,,,6.8,,1009.5,
